;participant;rank;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;Refi
314;1;9;0.507915656473081;0.589119535211874;0.534983616052678;weR
316;1;11;0.396630709846607;0.589119535211874;0.460793651635029;weR
317;1;12;0.396630709846607;0.589119535211874;0.460793651635029;weR
318;1;13;0.396630709846607;0.589119535211874;0.460793651635029;weR
319;1;14;0.396630709846607;0.589119535211874;0.460793651635029;weR
320;1;15;0.396630709846607;0.589119535211874;0.460793651635029;weR
321;1;16;0.396630709846607;0.589119535211874;0.460793651635029;weR
322;1;17;0.396630709846607;0.589119535211874;0.460793651635029;weR
323;1;18;0.396630709846607;0.589119535211874;0.460793651635029;weR
326;1;2;0.7034791713408;0.240157471984978;0.240157471984978;weR
328;1;4;0.281620749290855;0.492682729681888;0.477949079527977;weR
336;1;3;0.76401072754375;0.482243690320438;0.623127208932094;weR
342;1;9;0.767270127845423;0.614968572487991;0.691119350166707;weR
346;1;2;0.107476097066201;0.779010572739896;0.578275280922604;weR
347;1;3;0.107476097066201;0.779010572739896;0.578275280922604;weR
349;1;5;0.953986700208025;0.779010572739896;0.890073800993578;weR
351;1;7;0.870639403011896;0.574206623552639;0.771828476525477;weR
353;1;9;0.759354448891962;0.574206623552639;0.756928400825805;weR
354;1;10;0.759354448891962;0.574206623552639;0.756928400825805;weR
355;1;11;0.759354448891962;0.574206623552639;0.756928400825805;weR
358;1;14;0.773323277353864;0.0;0.773323277353864;weR
360;1;16;0.107476097066201;0.0;0.377539989105313;weR
362;1;19;0.773323277353864;0.0;0.773323277353864;weR
363;1;20;0.773323277353864;0.0;0.773323277353864;weR
366;1;3;0.0;0.913226733673517;0.779292967919792;weR
373;1;10;0.48277178060325;0.358466548748499;0.337271857644579;weR
375;1;12;0.48277178060325;0.236180701942442;0.289445011674586;weR
377;1;2;0.843633003317141;0.0;0.869242502181402;weR
380;1;5;0.929774087187338;0.0;0.888798874017601;weR
386;1;3;0.76401073503721;0.456891743299706;0.600860786872338;weR
390;1;3;0.118651153840955;0.27694264687784;0.338730429887308;weR
391;1;4;0.118651153840955;0.27694264687784;0.338730429887308;weR
393;1;2;0.904630201950682;0.756144112995681;0.778322672196496;weR
395;1;4;0.126101211673351;0.611488900700749;0.500800419958925;weR
398;1;7;0.904630201950682;0.756144112995681;0.778322672196496;weR
404;1;13;0.342152311816412;0.99673904856512;0.560347890732648;weR
405;1;14;0.342152311816412;0.99673904856512;0.560347890732648;weR
412;1;6;0.89066137348878;0.780998949761257;0.780998949761257;weR
414;1;8;0.883676959257829;0.0900341988815813;0.619129372465746;weR
418;1;2;0.519556341862359;0.716873444826372;0.741277579060607;weR
419;1;3;0.519556341862359;0.716873444826372;0.741277579060607;weR
423;1;7;0.809642219365274;0.716873444826372;0.763257832095823;weR
427;1;3;0.824076661454781;0.351507193174152;0.61363424797945;weR
428;1;4;0.824076661454781;0.351507193174152;0.61363424797945;weR
432;1;8;0.862723731551895;0.24612263504869;0.657190032717494;weR
435;1;2;0.815695361380256;0.846615759461908;0.826002160740807;weR
441;1;4;0.824542290069306;0.056231613520483;0.056231613520483;weR
445;1;8;0.533525162830802;0.0;0.0;weR
448;1;11;0.750973163804357;0.0;0.592659847006244;weR
452;1;3;0.496274974830532;0.574206619552685;0.582220204832997;weR
453;1;4;0.496274974830532;0.574206619552685;0.582220204832997;weR
455;1;6;0.507915659283128;0.0;0.548890869642818;weR
457;1;8;0.567515969263048;0.0;0.0;weR
461;1;3;0.737004335342454;0.886880606142012;0.69576843490344;weR
467;1;4;0.826404804527405;0.754155723974459;0.802321777676423;weR
468;1;5;0.826404804527405;0.754155723974459;0.802321777676423;weR
469;1;6;0.826404804527405;0.754155723974459;0.802321777676423;weR
470;1;7;0.826404804527405;0.754155723974459;0.802321777676423;weR
471;1;8;0.826404804527405;0.754155723974459;0.802321777676423;weR
473;1;10;0.78170456244147;0.754155723974459;0.754155723974459;weR
474;1;11;0.78170456244147;0.754155723974459;0.754155723974459;weR
476;1;13;0.826404804527405;0.754155723974459;0.802321777676423;weR
478;1;2;0.940483500360647;0.861031560865987;0.875564436231912;weR
479;1;3;0.940483500360647;0.861031560865987;0.875564436231912;weR
480;1;4;0.940483500360647;0.861031560865987;0.875564436231912;weR
483;1;7;0.940483500360647;0.861031560865987;0.875564436231912;weR
484;1;8;0.940483500360647;0.861031560865987;0.875564436231912;weR
485;1;9;0.940483500360647;0.861031560865987;0.875564436231912;weR
487;1;11;0.940483500360647;0.296826529090153;0.600728358026958;weR
492;1;18;0.805917190449076;0.790940898867321;0.706234822519749;weR
494;1;2;0.755163806348159;0.577189205084495;0.695838939260271;weR
496;1;4;0.865517503239044;0.646285678572481;0.509209788292901;weR
499;1;2;0.856204960922389;0.230215522878914;0.230215522878914;weR
503;1;6;0.810573461607404;0.0;0.783567076899569;weR
505;1;8;0.810573461607404;0.800882847973385;0.792224962436477;weR
506;1;9;0.810573461607404;0.800882847973385;0.792224962436477;weR
507;1;10;0.810573461607404;0.800882847973385;0.792224962436477;weR
509;1;12;0.810573461607404;0.0;0.783567076899569;weR
512;1;2;0.0;0.0;0.283483248762034;weR
517;1;7;0.801260904303829;0.720353126613499;0.719366181167862;weR
518;1;8;0.801260904303829;0.720353126613499;0.719366181167862;weR
519;1;9;0.801260904303829;0.720353126613499;0.719366181167862;weR
520;1;10;0.801260904303829;0.720353126613499;0.719366181167862;weR
522;1;12;0.856204945935469;0.827726073760183;0.841965509847826;weR
523;1;13;0.856204945935469;0.827726073760183;0.841965509847826;weR
525;1;15;0.809642219365274;0.827726073760183;0.775147983506565;weR
531;1;3;0.889264487645206;0.0;0.882280073414254;weR
532;1;4;0.889264487645206;0.0;0.882280073414254;weR
534;1;2;0.494878092733688;0.565755981212318;0.530317036973003;weR
536;1;4;0.99961818453609;0.565755981212318;0.711678906495681;weR
540;1;8;0.494878092733688;0.326155238153513;0.410516665443601;weR
546;1;4;0.955849214666124;0.475781429001431;0.650083261769968;weR
548;1;6;0.904164573336157;0.475781429001431;0.615937253293006;weR
551;1;10;0.955849214666124;0.242145849006339;0.62041638815669;weR
555;1;3;0.913011502025207;0.224250375815017;0.588436467378456;weR
557;1;5;0.897645787719731;0.0;0.897645787719731;weR
562;1;10;0.936292857816845;0.0;0.0;weR
563;1;11;0.936292857816845;0.0;0.0;weR
564;1;12;0.936292857816845;0.0;0.0;weR
565;1;13;0.936292857816845;0.0;0.0;weR
566;1;14;0.936292857816845;0.0;0.0;weR
568;1;16;0.806848447678126;0.0;0.628047524295144;weR
569;1;17;0.806848447678126;0.0;0.628047524295144;weR
578;1;2;0.970749285370156;0.816789936143439;0.816789936143439;weR
582;1;6;0.684854061651233;0.13775550339128;0.273013449313583;weR
583;1;7;0.684854061651233;0.13775550339128;0.273013449313583;weR
588;1;12;0.99961818453609;0.982820329416519;0.639670574705703;weR
591;1;15;0.99961818453609;0.982820329416519;0.639670574705703;weR
594;1;18;0.970749285370156;0.816789936143439;0.816789936143439;weR
597;1;21;0.936758486431369;0.13775550339128;0.515605316790144;weR
598;1;22;0.936758486431369;0.13775550339128;0.515605316790144;weR
606;1;6;0.0;0.0;0.719776129059259;weR
608;1;8;0.668091480235832;0.655233431167957;0.688436033595928;weR
610;1;10;0.822679775611207;0.655233431167957;0.738956603389582;weR
